231000000 0.00803513 1.62588e-05 0.000677059
441000000 0.0518304 1.40106e-05 -0.000656826
651000000 0.130425 -0.000130524 -0.0030205
861000000 0.21415 -0.000488077 -0.00554016
1071000000 0.297873 -0.00105629 -0.00806054
1281000000 0.381594 -0.00183537 -0.0105813
1491000000 0.465313 -0.00282541 -0.0131022
1701000000 0.54903 -0.00402647 -0.0156231
1911000000 0.632743 -0.00543854 -0.0181442
2121000000 0.716453 -0.00706165 -0.0206652
2331000000 0.800158 -0.00889578 -0.0231863
2541000000 0.883858 -0.0109409 -0.0257073
2751000000 0.967553 -0.0131971 -0.0282284
2961000000 1.05124 -0.0156642 -0.0307494
3171000000 1.13492 -0.0183424 -0.0332705
3381000000 1.2186 -0.0212314 -0.0357916
3591000000 1.30227 -0.0243315 -0.0383126
3801000000 1.38593 -0.0276424 -0.0408337
4011000000 1.46958 -0.0311643 -0.0433548
4221000000 1.55322 -0.034897 -0.0458758
4431000000 1.63685 -0.0388406 -0.0483969
4641000000 1.72047 -0.042995 -0.050918
4851000000 1.80409 -0.0473602 -0.053439
5061000000 1.88769 -0.0519362 -0.0559601
5271000000 1.91596 -0.0527985 -0.00531484
5481000000 1.9136 -0.0530705 0.295697
5691000000 1.91124 -0.0541501 0.624411
5901000000 1.90936 -0.0559324 0.953124
6111000000 1.90816 -0.0582263 1.28184
6321000000 1.90841 -0.053321 1.49978
6531000000 1.91128 -0.0107843 1.5029
6741000000 1.91666 0.0670338 1.50055
6951000000 1.92264 0.150545 1.49803
7161000000 1.92883 0.234041 1.49551
7371000000 1.93523 0.317521 1.49299
7581000000 1.94184 0.400985 1.49047
7791000000 1.94867 0.484432 1.48795
8001000000 1.9557 0.567861 1.48542
8211000000 1.96294 0.651272 1.4829
8421000000 1.97039 0.734665 1.48038
8631000000 1.97806 0.818039 1.47786
8841000000 1.98593 0.901393 1.47534
9051000000 1.99402 0.984727 1.47282
9261000000 2.00231 1.06804 1.4703
9471000000 2.01081 1.15133 1.46778
9681000000 2.01953 1.2346 1.46526
9891000000 2.02845 1.31785 1.46273
10101000000 2.03758 1.40108 1.46021
10311000000 2.04693 1.48428 1.45769
10521000000 2.05648 1.56746 1.45517
10731000000 2.06624 1.65061 1.45265
10941000000 2.07621 1.73374 1.45013
11151000000 2.0864 1.81684 1.44761
11361000000 2.08899 1.84949 1.48941
11571000000 2.08907 1.84715 1.78637
11781000000 2.08996 1.84472 2.11508
11991000000 2.09159 1.8427 2.4438
12201000000 2.09378 1.84132 2.77251
12411000000 2.09021 1.84167 3.00192
12621000000 2.05031 1.84667 3.02507
12831000000 1.97419 1.85482 3.04369
13041000000 1.89096 1.86223 3.06209
13251000000 1.80761 1.86811 3.0805
13461000000 1.72416 1.87245 3.0989
13671000000 1.64065 1.87525 3.11731
13881000000 1.5571 1.87652 3.13571
14091000000 1.47354 1.87625 -3.12907
14301000000 1.39 1.87444 -3.11066
14511000000 1.30651 1.87109 -3.09226
14721000000 1.2231 1.86621 -3.07385
14931000000 1.13979 1.85979 -3.05544
15141000000 1.05661 1.85185 -3.03704
15351000000 0.973587 1.84237 -3.01863
15561000000 0.890756 1.83136 -3.00023
15771000000 0.808142 1.81883 -2.98182
15981000000 0.725773 1.80479 -2.96342
16191000000 0.643676 1.78923 -2.94501
16401000000 0.561879 1.77216 -2.92661
16611000000 0.48041 1.75359 -2.9082
16821000000 0.399297 1.73353 -2.8898
17031000000 0.318567 1.71197 -2.87139
17241000000 0.238247 1.68893 -2.85298
17451000000 0.202335 1.68053 -2.79584
17661000000 0.204372 1.68153 -2.50783
17871000000 0.206237 1.68333 -2.17912
18081000000 0.207421 1.68564 -1.8504
18291000000 0.207797 1.6882 -1.52169
18501000000 0.208669 1.68597 -1.28144
18711000000 0.219653 1.6494 -1.28736
18921000000 0.239878 1.57668 -1.31056
19131000000 0.260521 1.49537 -1.33401
19341000000 0.279252 1.4136 -1.35745
19551000000 0.29606 1.33141 -1.3809
19761000000 0.310937 1.24885 -1.40435
19971000000 0.323874 1.16597 -1.4278
20181000000 0.334864 1.0828 -1.45124
20391000000 0.343902 0.999402 -1.47469
20601000000 0.350981 0.915813 -1.49814
20811000000 0.356099 0.83208 -1.52159
21021000000 0.359252 0.74825 -1.54503
21231000000 0.360439 0.66437 -1.56848
21441000000 0.359659 0.580485 -1.59193
21651000000 0.356912 0.496641 -1.61538
21861000000 0.352201 0.412884 -1.63882
22071000000 0.345527 0.329261 -1.66227
22281000000 0.336894 0.245818 -1.68572
22491000000 0.326307 0.162599 -1.70917
22701000000 0.313772 0.0796524 -1.73262
22911000000 0.299296 -0.00297805 -1.75606
23121000000 0.282887 -0.0852464 -1.77951
23331000000 0.264553 -0.167107 -1.80296
23541000000 0.256898 -0.207739 -1.79385
23751000000 0.257151 -0.20556 -1.5159
23961000000 0.256667 -0.203015 -1.18718
24171000000 0.255387 -0.200762 -0.85847
24381000000 0.253448 -0.199044 -0.529756
24591000000 0.251654 -0.19821 -0.279192
24801000000 0.251546 -0.198177 -0.264948
25011000000 0.251546 -0.198177 -0.264948
25221000000 0.251546 -0.198177 -0.264948
25431000000 0.251546 -0.198177 -0.264948
25641000000 0.251546 -0.198177 -0.264948
25851000000 0.251546 -0.198177 -0.264948
26061000000 0.251546 -0.198177 -0.264948
